venue_id,venue_name,address,city,state,phone,website,category,rating,price,hours,description,facebook_page,social_media_url,source,is_scrapable,needs_website,newsletter_signup_url,newsletter_subscribed,newsletter_checked_at,last_scraped_at,created_at,updated_at,Business Type,Experience Category,Incentive Category,Incentive Teaser,Full Incentive Description,Days / Timing Restrictions,Group Friendly?,Psychological Motivator Type,Estimated Perceived Value ($ range),Expiration / Ongoing,Source URL,Notes
ChIJ2RhPOrmMwokRRs5uHZYR3rc,AMC Ontario Mills 30,"4549 Mills Circle, Ontario",Ontario,CA,,,Movie Theater,4.4,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:07:07.110574+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,AMC Discount Tuesdays — Discounted Movie Tickets,"Every Tuesday, AMC offers discounted ticket prices for all moviegoers at participating locations including AMC Ontario Mills 30. Standard tickets are priced at $5 for all showtimes on Tuesdays. No membership, app, or signup required — discount is applied",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/discount-tuesdays,
ChIJl0znByfY3IARceFXTfY4HAA,AMC Orange 30,"20 City Blvd W Suite E, Orange, CA 92868, USA",Orange,CA,(714) 769-4288,https://www.amctheatres.com/movie-theatres/los-angeles/amc-orange-30?utm_medium=organic&utm_source=google&utm_campaign=local,Movie Theater,4.3,,,"establishment, movie_theater, point_of_interest",,,google_places,TRUE,FALSE,https://www.amctheatres.com/sign-up/insider?rel=discount-tuesdays_loy_promo,FALSE,2026-02-24T00:56:04.821+00:00,,2026-02-02T03:00:34.907649+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesdays — Discounted Movie Tickets Every Tuesday,"Every Tuesday, AMC offers discounted ticket prices on all movies at AMC Orange 30. Standard tickets are priced at $5–$6 depending on format, available to all guests with no membership or app required. Tickets can be purchased at the box office or online.",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/movie-theatres/los-angeles/amc-orange-30,
ChIJ54sClplF2YARWFF6sEAmZuk,AMC Otay Ranch 12,"2015 Birch Road, Chula Vista",Chula Vista,CA,,,Movie Theater,4.4,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:05:58.144521+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — $5 Tickets All Day,"Every Tuesday, AMC offers discounted movie tickets for $5 at all AMC locations, including AMC Otay Ranch 12. No membership or app required — tickets can be purchased at the box office or online at standard pricing pages.",Every Tuesday All day,,,,,https://www.amctheatres.com/discount-tuesday,
ChIJtZMN9tRO2YARn0Nfmp3zSO8,AMC Palm Promenade 24,"770 Dennery Road, San Diego",San Diego,CA,,,Movie Theater,4.5,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:05:58.144521+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — $5 Tickets All Day,"Every Tuesday, AMC offers all movie tickets for $5 at participating locations including AMC Palm Promenade 24. No membership or signup required — discount applies at the box office and online.",Every Tuesday All day,,,,,https://www.amctheatres.com/discount-tuesday,
ChIJ8edfSftR2YARq-l1jN5k1kg,AMC Plaza Bonita 14,"3050 Plaza Bonita Road, National City",National City,CA,,,Movie Theater,4.4,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:05:58.144521+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesdays — Reduced Admission Every Tuesday,"AMC offers discounted movie tickets every Tuesday at all AMC locations, including AMC Plaza Bonita 14. Tickets are priced at $5 for AMC Stubs members, but the standard discounted Tuesday pricing is available to all guests without requiring a loyalty membe",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/programs/discount-tuesdays,
ChIJb4_roVP624AR-brjmkG30Rg,AMC Poway 10,"13475 Poway Road, Poway",Poway,CA,,,Movie Theater,4.3,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:05:58.144521+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,AMC Discount Tuesdays — $5 Tickets,"Every Tuesday, AMC offers discounted movie tickets for $5 per ticket at participating locations including AMC Poway 10. No membership or app required — discount applies at the box office and online when selecting Tuesday showtimes.",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/programs/discount-tuesdays,
ChIJZd8FSojVwoARsDy0ePKiAdc,AMC Puente Hills 20,"1560 South Azusa Avenue, City of Industry",City of Industry,CA,,,Movie Theater,4.5,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-09T15:17:22.310905+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — Discounted Admission All Day,"Every Tuesday, AMC offers discounted movie tickets for all formats at all AMC locations, including AMC Puente Hills 20. Standard tickets are $5 for AMC Stubs members, but the base Tuesday discount pricing is publicly available and requires no membership t",Every Tuesday All day,,,,,https://www.amctheatres.com/movie-theatres/los-angeles/amc-puente-hills-20,
ChIJZY4ed1tK3YARmzPXJkTWi7Q,AMC Rolling Hills 20,"2591 Airport Dr, Torrance, CA 90505, USA",Torrance,CA,(310) 326-5011,https://www.amctheatres.com/movie-theatres/los-angeles/amc-rolling-hills-20?utm_medium=organic&utm_source=google&utm_campaign=local,Movie Theater,4.3,,,"establishment, movie_theater, point_of_interest",,,google_places,TRUE,FALSE,https://www.amctheatres.com/sign-up/insider?rel=discount-tuesdays_loy_promo,FALSE,2026-02-24T00:56:05.928+00:00,,2026-02-02T03:00:34.907649+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesdays — Reduced Ticket Prices Every Tuesday,"Every Tuesday, AMC offers discounted movie ticket prices for all guests. Standard tickets are priced at $5 for AMC Stubs members and discounted rates are available to all — no membership required for the base discount. As of current AMC pricing, Discount",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/discount-tuesday,
ChIJ4YnG77zbwoARrh3QjHKhs4w,AMC Santa Anita 16,"400 South Baldwin Avenue Suite 940-u, Arcadia",Arcadia,CA,,,Movie Theater,4.4,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:46:19.725006+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — $5 Movies All Day,"Every Tuesday, AMC offers discounted admission tickets for $5 at participating locations, including AMC Santa Anita 16. No membership or signup required — discount applied at the box office or when purchasing online. Valid for standard format screenings.",Tuesdays All day,,,,,https://www.amctheatres.com/programs/discount-tuesdays,
ChIJ6Rsnhc-kwoARooa0QgLUx6o,AMC Santa Monica 7,"1310 3rd St, Santa Monica, CA 90401, USA",Santa Monica,CA,(310) 451-9440,https://www.amctheatres.com/movie-theatres/los-angeles/amc-santa-monica-7?utm_medium=organic&utm_source=google&utm_campaign=local,Movie Theater,4.4,,,"establishment, movie_theater, point_of_interest",,,google_places,TRUE,FALSE,https://www.amctheatres.com/sign-up/insider?rel=discount-tuesdays_loy_promo,FALSE,2026-02-24T00:56:06.935+00:00,,2026-02-09T03:00:26.871953+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesdays — Reduced Ticket Prices Every Tuesday,"AMC offers discounted movie ticket prices every Tuesday at all locations, including AMC Santa Monica 7. Standard tickets are priced at $5 for AMC Stubs members, but the publicly available discount brings general admission tickets down significantly below",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/movie-theatres/los-angeles/amc-santa-monica-7,
ChIJVayzdMp_24ARnOeWIcGbUy4,AMC Temecula 10,"27531 Ynez Road, Temecula",Temecula,CA,,,Movie Theater,4.4,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-14T09:00:23.19153+00:00,2026-04-14T09:00:23.19153+00:00,,,discount,Discount Tuesday — Reduced Admission All Day,"AMC offers discounted movie tickets every Tuesday at all locations including AMC Temecula 10. Standard tickets are reduced to $5 for AMC Stubs members, but the base Tuesday discount pricing is publicly available without requiring a paid membership tier. T",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/movie-theatres/los-angeles/amc-temecula-10,
ChIJNRDCL__AwoARLlmx8BJhbm8,AMC The Americana at Brand 18,"322 Americana Way, Glendale",Glendale,CA,,,Movie Theater,4.3,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-09T15:17:22.310905+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,AMC Discount Tuesdays — $5 Movie Tickets,"Every Tuesday, AMC offers all standard format tickets for $5 per person. No membership or signup required — discount is available to all guests at the box office or when booking online. Valid for standard 2D screenings.",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/discount-tuesday,
ChIJLdjYtzG5woARMJjtfyDg6NI,AMC The Grove 14,"189 The Grove Drive, Los Angeles",Los Angeles,CA,,,Movie Theater,4.4,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-14T09:00:23.19153+00:00,2026-04-14T09:00:23.19153+00:00,,,discount,AMC Discount Tuesdays — $5 Tickets,"Every Tuesday, all standard movie tickets are $5 for everyone. No membership or signup required. Valid at AMC The Grove 14 and all AMC locations. Simply purchase tickets at the box office or online on any Tuesday.",Tuesdays All showtimes,,,,,https://www.amctheatres.com/discount-tuesdays,
ChIJi_ZtLpg66IARZ3CE8YurmK8,AMC Thousand Oaks 14,"166 West Hillcrest Drive, Thousand Oaks",Thousand Oaks,CA,,,Movie Theater,4.3,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:46:19.725006+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,AMC Discount Tuesdays — Discounted Movie Tickets,"Every Tuesday, AMC offers discounted admission tickets for all moviegoers at participating locations including AMC Thousand Oaks 14. Standard tickets are reduced to $5 for AMC Stubs members, but the base Tuesday discount pricing is publicly available at t",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/movie-theatres/los-angeles/amc-thousand-oaks-14,
ChIJAThkZR_c3IARR_OwGK13Duc,AMC Tustin 14 @ The District,"2457 Park Avenue, Tustin",Tustin,CA,,,Movie Theater,4.6,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-09T15:17:22.310905+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — Discounted Movie Tickets Every Tuesday,"Every Tuesday, AMC offers discounted ticket prices for all moviegoers at participating locations including AMC Tustin 14. Standard tickets are $5 for all showtimes on Tuesdays. No membership or app required — discount applies automatically at box office a",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/discount-tuesdays,
ChIJCyqEBTW33IARTyTN4EolOLE,AMC Tyler Galleria 16,"3775 Tyler Street, Riverside",Riverside,CA,,,Movie Theater,4.4,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:07:07.110574+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — $5 Movies All Day,"Every Tuesday, AMC offers all movies for just $5 per ticket at all AMC locations, including AMC Tyler Galleria 16. No membership or app required — available at the box office and online. Valid for standard format screenings.",Every Tuesday All day,,,,,https://www.amctheatres.com/discount-tuesday,
ChIJ927zo08H3IARP224wjgn1Rw,AMC UTC 14,"4425 La Jolla Village Drive Suite # H-60, San Diego",San Diego,CA,,,Movie Theater,3.7,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-20T15:44:45.70479+00:00,2026-04-20T15:44:45.70479+00:00,,,discount,AMC Discount Tuesdays — $5 Tickets,"Every Tuesday, AMC offers all movie tickets for $5 at participating locations, including AMC UTC 14. No membership or signup required — discount applies at the box office and online.",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/discount-tuesdays,
ChIJ-ziHDhlKw4ARAsD1iZsi8XY,AMC Victoria Gardens 12,"12600 North Mainstreet, Rancho Cucamonga",Rancho Cucamonga,CA,,,Movie Theater,4.3,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:07:07.110574+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,AMC Discount Tuesdays — Reduced Ticket Pricing,"Every Tuesday, AMC offers discounted movie tickets at reduced pricing for all guests. No membership or signup required — discount applies at the box office and online.",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/movie-theatres/los-angeles/amc-victoria-gardens-12,
ChIJAzyJdLHd3IARYw-sRaMGDy4,AMC Woodbridge 5,"4626 Barranca Parkway, Irvine",Irvine,CA,,,Movie Theater,4.2,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-14T17:30:06.351324+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,AMC Discount Tuesdays — Reduced Admission Every Tuesday,"AMC offers discounted movie ticket pricing every Tuesday at all AMC locations, including AMC Woodbridge 5. Tickets are priced at $5 for AMC Stubs members — however, the standard Tuesday discount pricing is publicly available and does not require app downl",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/programs/discount-tuesdays,
ChIJ55TUCYXe3IAR_x_3E-d8is4,Andrei's Restaurant,"2607 Main St, Irvine, CA 92614, USA",Irvine,CA,(949) 387-8887,http://andreisrestaurant.com/,Bar,4.6,$$$,"{""open_now"":false,""periods"":[{""close"":{""day"":1,""time"":""2100""},""open"":{""day"":1,""time"":""1130""}},{""close"":{""day"":2,""time"":""2100""},""open"":{""day"":2,""time"":""1130""}},{""close"":{""day"":3,""time"":""2100""},""open"":{""day"":3,""time"":""1130""}},{""close"":{""day"":4,""time"":""2100""","bar, establishment, food",,,google_places,TRUE,FALSE,,FALSE,2026-02-24T00:56:23.093+00:00,,2025-11-25T13:51:22.043471+00:00,2026-02-24T00:56:23.199969+00:00,Restaurant/Bar,American/Mediterranean,Happy Hour,Select Appetizers and Cocktails $10-12,Feta Dip $11 | Barbacoa Empanadas $12 | Kennebec Fries $10 | Mini Fish Tacos $11 | Chef’s Daily Pizza $12 | Select Cocktails $11,Mon–Fri 4PM–6PM,Yes,Price Discount,$11 | $12 | $10,Ongoing,https://andreisrestaurant.com/menu,Available in bar area only. Source: 【783288809236264†screenshot】【627571633780487†screenshot】
ChIJbyj009t23IAR9f63r2AMpg8,Antique Gas & Steam Engine Museum,"2040 North Santa Fe Avenue, Vista",Vista,CA,,,Museum & Gallery,4.7,,,"museum, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-20T15:46:38.100519+00:00,2026-04-20T15:46:38.100519+00:00,,,discount,Free Admission for Children Under 12,Children under 12 years old receive free general admission to the Antique Gas & Steam Engine Museum. Adult general admission is $10. No signup or coupon required.,Wednesday–Sunday 10:00 AM – 4:00 PM,,,,,https://www.agsem.com/visit/admission,
ChIJCQslgx5Mw4ARKxO-K_FJRa0,Applebee's Grill + Bar,"16867 Sierra Lakes Parkway, Fontana",Fontana,CA,,,Restaurants & Food,4.3,$$,,"restaurant, bar, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:26:03.81313+00:00,2026-04-06T15:26:03.81313+00:00,Restaurants & Food,Cafe / American,Daily Specials,Appetizer and 2 Entrees Special,Enjoy one full-size appetizer and two delicious entrées for only $25.,,,,,,,
ChIJ-Xsz9pdZwoARoexcSintMvE,Applebee's Grill + Bar,"39720 10th Street West, Palmdale",Palmdale,CA,,,Restaurants & Food,4.2,$$,,"restaurant, bar, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,Cafe / American,Daily Specials,Appetizer and 2 Entrees Special,Enjoy one full-size appetizer and two delicious entrées for only $25.,,,,,,,
ChIJpwkH1BD52oARfFi33HTuRpE,Applebee's Grill + Bar,"45305 Seeley Drive, La Quinta",La Quinta,CA,,,Restaurants & Food,4.1,$$,,"restaurant, bar, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:26:03.630206+00:00,2026-04-06T15:26:03.630206+00:00,Restaurants & Food,Cafe / American,Daily Specials,Appetizer and 2 Entrees Special,Enjoy one full-size appetizer and two delicious entrées for only $25.,,,,,,,
ChIJl2vVUmVclIARbffRCP9l3xI,Applebee's Grill + Bar,"98 Shaw Avenue, Clovis",Clovis,CA,,,Restaurants & Food,4,$$,,"restaurant, bar, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:06:59.184585+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,Cafe / American,Daily Specials,Appetizer and 2 Entrees Special,Enjoy one full-size appetizer and two delicious entrées for only $25.,,,,,,,
ChIJ62jTmxhmlIARHG1AxRgwPp8,Applebee's Grill + Bar,"3604 West Shaw Avenue, Fresno",Fresno,CA,,,Restaurants & Food,4,$$,,"restaurant, bar, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:06:59.184585+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,Cafe / American,Daily Specials,Appetizer and 2 Entrees Special,Enjoy one full-size appetizer and two delicious entrées for only $25.,,,,,,,
ChIJiwrt0cwe7IARvvf46j519g8,Applebee's Grill + Bar,"621 West Central Avenue, Lompoc",Lompoc,CA,,,Restaurants & Food,4,$$,,"restaurant, bar, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:26:03.630206+00:00,2026-04-06T15:26:03.630206+00:00,Restaurants & Food,Cafe / American,Daily Specials,Appetizer and 2 Entrees Special,Enjoy one full-size appetizer and two delicious entrées for only $25.,,,,,,,
ChIJ7Uahg3pB6oARSKUp1_VtASE,Applebee's Grill + Bar,"9000 Ming Avenue Suite M, Bakersfield",Bakersfield,CA,,,Restaurants & Food,4,$$,,"restaurant, bar, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:06:38.031809+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,Cafe / American,Daily Specials,Appetizer and 2 Entrees Special,Enjoy one full-size appetizer and two delicious entrées for only $25.,,,,,,,
ChIJn4gxhaxg14ARV1z-7DBybFA,Applebee's Grill + Bar,"2421 Cottonwood Drive, El Centro",El Centro,CA,,,Restaurants & Food,3.9,$$,,"restaurant, bar, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:26:03.421523+00:00,2026-04-06T15:26:03.421523+00:00,Restaurants & Food,Cafe / American,Daily Specials,Appetizer and 2 Entrees Special,Enjoy one full-size appetizer and two delicious entrées for only $25.,,,,,,,
ChIJs22LoZ9ClIAR_WuvFo-2jc4,Applebee's Grill + Bar,"8430 North Friant Road, Fresno",Fresno,CA,,,Restaurants & Food,4.2,$$,,"restaurant, bar, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:06:59.184585+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,Cafe / American,Daily Specials,Appetizer and 2 Entrees Special,Enjoy one full-size appetizer and two delicious entrées for only $25.,,,,,,,
